year_film,year_ceremony,ceremony,category,canon_category,name,film,winner,title_key
1932,1933,6,OUTSTANDING PRODUCTION,BEST PICTURE,Fox,Cavalcade,True,cavalcade
1932,1933,6,OUTSTANDING PRODUCTION,BEST PICTURE,Paramount,A Farewell to Arms,False,a farewell to arms
1932,1933,6,OUTSTANDING PRODUCTION,BEST PICTURE,Warner Bros.,42nd Street,False,42nd street
1932,1933,6,OUTSTANDING PRODUCTION,BEST PICTURE,Warner Bros.,I Am a Fugitive from a Chain Gang,False,i am a fugitive from a chain gang
1932,1933,6,OUTSTANDING PRODUCTION,BEST PICTURE,Columbia,Lady for a Day,False,lady for a day
1932,1933,6,OUTSTANDING PRODUCTION,BEST PICTURE,RKO Radio,Little Women,False,little women
1932,1933,6,OUTSTANDING PRODUCTION,BEST PICTURE,London Films,The Private Life of Henry VIII,False,the private life of henry viii
1932,1933,6,OUTSTANDING PRODUCTION,BEST PICTURE,Paramount,She Done Him Wrong,False,she done him wrong
1932,1933,6,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,Smilin' Through,False,smilin through
1932,1933,6,OUTSTANDING PRODUCTION,BEST PICTURE,Fox,State Fair,False,state fair
1932,1933,6,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walt Disney,Building a Building,False,building a building
1932,1933,6,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walter Lantz,The Merry Old Soul,False,the merry old soul
1932,1933,6,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walt Disney,The Three Little Pigs,True,the three little pigs
1932,1933,6,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),Warren Doane,Mister Mugg,False,mister mugg
1932,1933,6,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),Louis Brock,A Preferred List,False,a preferred list
1932,1933,6,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),Louis Brock,So This Is Harris,True,so this is harris
1932,1933,6,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),Joe Rock,Krakatoa,True,krakatoa
1932,1933,6,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),Pete Smith,Menu,False,menu
1932,1933,6,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),Educational,The Sea,False,the sea
1932,1933,6,SOUND RECORDING,SOUND RECORDING,Paramount/Franklin B. Hansen,A Farewell to Arms,True,a farewell to arms
1932,1933,6,SOUND RECORDING,SOUND RECORDING,Warner Bros./Nathan Levinson,42nd Street,False,42nd street
1932,1933,6,SOUND RECORDING,SOUND RECORDING,Warner Bros./Nathan Levinson,Gold Diggers of 1933,False,gold diggers of 1933
1932,1933,6,SOUND RECORDING,SOUND RECORDING,Warner Bros./Nathan Levinson,I Am a Fugitive from a Chain Gang,False,i am a fugitive from a chain gang
1932,1933,6,WRITING (Adaptation),WRITING (Adapted Screenplay),Robert Riskin,Lady for a Day,False,lady for a day
1932,1933,6,WRITING (Adaptation),WRITING (Adapted Screenplay),Victor Heerman/Sarah Y. Mason,Little Women,True,little women
1932,1933,6,WRITING (Adaptation),WRITING (Adapted Screenplay),Paul Green/Sonya Levien,State Fair,False,state fair
1932,1933,6,WRITING (Original Story),WRITING (Original Story),Robert Lord,One Way Passage,True,one way passage
1932,1933,6,WRITING (Original Story),WRITING (Original Story),Frances Marion,The Prizefighter and the Lady,False,the prizefighter and the lady
1932,1933,6,WRITING (Original Story),WRITING (Original Story),Charles MacArthur,Rasputin and the Empress,False,rasputin and the empress
1934,1935,7,ACTOR,ACTOR IN A LEADING ROLE,Clark Gable,It Happened One Night,True,it happened one night
1934,1935,7,ACTOR,ACTOR IN A LEADING ROLE,Frank Morgan,The Affairs of Cellini,False,the affairs of cellini
1934,1935,7,ACTOR,ACTOR IN A LEADING ROLE,William Powell,The Thin Man,False,the thin man
1934,1935,7,ACTRESS,ACTRESS IN A LEADING ROLE,Claudette Colbert,It Happened One Night,True,it happened one night
1934,1935,7,ACTRESS,ACTRESS IN A LEADING ROLE,Bette Davis,Of Human Bondage,False,of human bondage
1934,1935,7,ACTRESS,ACTRESS IN A LEADING ROLE,Grace Moore,One Night of Love,False,one night of love
1934,1935,7,ACTRESS,ACTRESS IN A LEADING ROLE,Norma Shearer,The Barretts of Wimpole Street,False,the barretts of wimpole street
1934,1935,7,ART DIRECTION,ART DIRECTION,Richard Day,The Affairs of Cellini,False,the affairs of cellini
1934,1935,7,ART DIRECTION,ART DIRECTION,Van Nest Polglase/Carroll Clark,The Gay Divorcee,False,the gay divorcee
1934,1935,7,ART DIRECTION,ART DIRECTION,Cedric Gibbons/Fredric Hope,The Merry Widow,True,the merry widow
1934,1935,7,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,Cullen Tate,Cleopatra,False,cleopatra
1934,1935,7,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,Scott Beal,Imitation of Life,False,imitation of life
1934,1935,7,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,John Waters,Viva Villa!,True,viva villa
1934,1935,7,CINEMATOGRAPHY,CINEMATOGRAPHY,Charles Rosher,The Affairs of Cellini,False,the affairs of cellini
1934,1935,7,CINEMATOGRAPHY,CINEMATOGRAPHY,Victor Milner,Cleopatra,True,cleopatra
1934,1935,7,CINEMATOGRAPHY,CINEMATOGRAPHY,George Folsey,Operator 13,False,operator 13
1934,1935,7,DIRECTING,DIRECTING,Frank Capra,It Happened One Night,True,it happened one night
1934,1935,7,DIRECTING,DIRECTING,Victor Schertzinger,One Night of Love,False,one night of love
1934,1935,7,DIRECTING,DIRECTING,W. S. Van Dyke,The Thin Man,False,the thin man
1934,1935,7,FILM EDITING,FILM EDITING,Anne Bauchens,Cleopatra,False,cleopatra
1934,1935,7,FILM EDITING,FILM EDITING,Conrad Nervig,Eskimo,True,eskimo
1934,1935,7,FILM EDITING,FILM EDITING,Gene Milford,One Night of Love,False,one night of love
1934,1935,7,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),RKO Radio/Max Steiner/Kenneth Webb/Samuel Hoffenstein,The Gay Divorcee,False,the gay divorcee
1934,1935,7,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),RKO Radio/Max Steiner,The Lost Patrol,False,the lost patrol
1934,1935,7,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),Columbia/Louis Silvers/Victor Schertzinger/Gus Kahn,One Night of Love,True,one night of love
1934,1935,7,MUSIC (Song),MUSIC (Original Song),Vincent Youmans/Edward Eliscu/Gus Kahn,Flying Down to Rio,False,flying down to rio
1934,1935,7,MUSIC (Song),MUSIC (Original Song),Con Conrad/Herb Magidson,The Gay Divorcee,True,the gay divorcee
1934,1935,7,MUSIC (Song),MUSIC (Original Song),Ralph Rainger/Leo Robin,She Loves Me Not,False,she loves me not
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,The Barretts of Wimpole Street,False,the barretts of wimpole street
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,Paramount,Cleopatra,False,cleopatra
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,First National,Flirtation Walk,False,flirtation walk
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,RKO Radio,The Gay Divorcee,False,the gay divorcee
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,Warner Bros.,Here Comes the Navy,False,here comes the navy
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,20th Century,The House of Rothschild,False,the house of rothschild
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,Universal,Imitation of Life,False,imitation of life
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,Columbia,It Happened One Night,True,it happened one night
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,Columbia,One Night of Love,False,one night of love
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,The Thin Man,False,the thin man
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,Viva Villa!,False,viva villa
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,Jesse L. Lasky (production company),The White Parade,False,the white parade
1934,1935,7,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Charles Mintz,Holiday Land,False,holiday land
1934,1935,7,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walter Lantz,Jolly Little Elves,False,jolly little elves
1934,1935,7,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walt Disney,The Tortoise and the Hare,True,the tortoise and the hare
1934,1935,7,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),Kenneth Macgowan,La Cucaracha,True,la cucaracha
1934,1935,7,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),Jules White,Men in Black,False,men in black
1934,1935,7,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),Warner Bros.,"What, No Men!",False,what no men
1934,1935,7,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),Skibo Productions,Bosom Friends,False,bosom friends
1934,1935,7,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),Stacy Woodard/Horace Woodard,City of Wax,True,city of wax
1934,1935,7,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),Pete Smith,Strikes and Spares,False,strikes and spares
1934,1935,7,SOUND RECORDING,SOUND RECORDING,United Artists/Thomas T. Moulton,The Affairs of Cellini,False,the affairs of cellini
1934,1935,7,SOUND RECORDING,SOUND RECORDING,Paramount/Franklin B. Hansen,Cleopatra,False,cleopatra
1934,1935,7,SOUND RECORDING,SOUND RECORDING,Warner Bros./First National/Nathan Levinson,Flirtation Walk,False,flirtation walk
1934,1935,7,SOUND RECORDING,SOUND RECORDING,RKO Radio/Carl Dreher,The Gay Divorcee,False,the gay divorcee
1934,1935,7,SOUND RECORDING,SOUND RECORDING,Universal/Theodore Soderberg,Imitation of Life,False,imitation of life
1934,1935,7,SOUND RECORDING,SOUND RECORDING,Columbia/John Livadary,One Night of Love,True,one night of love
1934,1935,7,SOUND RECORDING,SOUND RECORDING,Metro-Goldwyn-Mayer/Douglas Shearer,Viva Villa!,False,viva villa
1934,1935,7,SOUND RECORDING,SOUND RECORDING,Fox/E. H. Hansen,The White Parade,False,the white parade
1934,1935,7,WRITING (Adaptation),WRITING (Adapted Screenplay),Robert Riskin,It Happened One Night,True,it happened one night
1934,1935,7,WRITING (Adaptation),WRITING (Adapted Screenplay),Frances Goodrich/Albert Hackett,The Thin Man,False,the thin man
1934,1935,7,WRITING (Adaptation),WRITING (Adapted Screenplay),Ben Hecht,Viva Villa!,False,viva villa
1934,1935,7,WRITING (Original Story),WRITING (Original Story),Mauri Grashin,Hide-Out,False,hide out
1934,1935,7,WRITING (Original Story),WRITING (Original Story),Arthur Caesar,Manhattan Melodrama,True,manhattan melodrama
1934,1935,7,WRITING (Original Story),WRITING (Original Story),Norman Krasna,The Richest Girl in the World,False,the richest girl in the world
1934,1935,7,SPECIAL AWARD,SPECIAL AWARD,Shirley Temple,,True,
1935,1936,8,ACTOR,ACTOR IN A LEADING ROLE,Clark Gable,Mutiny on the Bounty,False,mutiny on the bounty
1935,1936,8,ACTOR,ACTOR IN A LEADING ROLE,Charles Laughton,Mutiny on the Bounty,False,mutiny on the bounty
1935,1936,8,ACTOR,ACTOR IN A LEADING ROLE,Victor McLaglen,The Informer,True,the informer
1935,1936,8,ACTOR,ACTOR IN A LEADING ROLE,Paul Muni,Black Fury,False,black fury
1935,1936,8,ACTOR,ACTOR IN A LEADING ROLE,Franchot Tone,Mutiny on the Bounty,False,mutiny on the bounty
1935,1936,8,ACTRESS,ACTRESS IN A LEADING ROLE,Elisabeth Bergner,Escape Me Never,False,escape me never
1935,1936,8,ACTRESS,ACTRESS IN A LEADING ROLE,Claudette Colbert,Private Worlds,False,private worlds
1935,1936,8,ACTRESS,ACTRESS IN A LEADING ROLE,Bette Davis,Dangerous,True,dangerous
1935,1936,8,ACTRESS,ACTRESS IN A LEADING ROLE,Katharine Hepburn,Alice Adams,False,alice adams
1935,1936,8,ACTRESS,ACTRESS IN A LEADING ROLE,Miriam Hopkins,Becky Sharp,False,becky sharp
1935,1936,8,ACTRESS,ACTRESS IN A LEADING ROLE,Merle Oberon,The Dark Angel,False,the dark angel
1935,1936,8,ART DIRECTION,ART DIRECTION,Richard Day,The Dark Angel,True,the dark angel
1935,1936,8,ART DIRECTION,ART DIRECTION,Hans Dreier/Roland Anderson,The Lives of a Bengal Lancer,False,the lives of a bengal lancer
1935,1936,8,ART DIRECTION,ART DIRECTION,Van Nest Polglase/Carroll Clark,Top Hat,False,top hat
1935,1936,8,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,Joseph Newman,David Copperfield,False,david copperfield
1935,1936,8,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,Eric Stacey,Les Miserables,False,les miserables
1935,1936,8,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,Clem Beauchamp/Paul Wing,The Lives of a Bengal Lancer,True,the lives of a bengal lancer
1935,1936,8,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,Sherry Shourds,A Midsummer Night's Dream,False,a midsummer night s dream
1935,1936,8,CINEMATOGRAPHY,CINEMATOGRAPHY,Ray June,Barbary Coast,False,barbary coast
1935,1936,8,CINEMATOGRAPHY,CINEMATOGRAPHY,Victor Milner,The Crusades,False,the crusades
1935,1936,8,CINEMATOGRAPHY,CINEMATOGRAPHY,Gregg Toland,Les Miserables,False,les miserables
1935,1936,8,CINEMATOGRAPHY,CINEMATOGRAPHY,Hal Mohr,A Midsummer Night's Dream,True,a midsummer night s dream
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,Busby Berkeley,Gold Diggers of 1935,False,gold diggers of 1935
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,Bobby Connolly,Go into Your Dance,False,go into your dance
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,Bobby Connolly,Broadway Hostess,False,broadway hostess
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,Dave Gould,Broadway Melody of 1936,True,broadway melody of 1936
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,Dave Gould,Folies Bergere,True,folies bergere
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,Sammy Lee,King of Burlesque,False,king of burlesque
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,Hermes Pan,Top Hat,False,top hat
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,LeRoy Prinz,Big Broadcast of 1936,False,big broadcast of 1936
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,LeRoy Prinz,All the King's Horses,False,all the king s horses
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,Benjamin Zemach,She,False,she
1935,1936,8,DIRECTING,DIRECTING,Michael Curtiz,Captain Blood,False,captain blood
1935,1936,8,DIRECTING,DIRECTING,John Ford,The Informer,True,the informer
1935,1936,8,DIRECTING,DIRECTING,Henry Hathaway,The Lives of a Bengal Lancer,False,the lives of a bengal lancer
1935,1936,8,DIRECTING,DIRECTING,Frank Lloyd,Mutiny on the Bounty,False,mutiny on the bounty
1935,1936,8,FILM EDITING,FILM EDITING,Robert J. Kern,David Copperfield,False,david copperfield
1935,1936,8,FILM EDITING,FILM EDITING,George Hively,The Informer,False,the informer
1935,1936,8,FILM EDITING,FILM EDITING,Barbara McLean,Les Miserables,False,les miserables
1935,1936,8,FILM EDITING,FILM EDITING,Ellsworth Hoagland,The Lives of a Bengal Lancer,False,the lives of a bengal lancer
1935,1936,8,FILM EDITING,FILM EDITING,Ralph Dawson,A Midsummer Night's Dream,True,a midsummer night s dream
1935,1936,8,FILM EDITING,FILM EDITING,Margaret Booth,Mutiny on the Bounty,False,mutiny on the bounty
1935,1936,8,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),Warner Bros./First National/Leo Forbstein/Erich Wolfgang Korngold,Captain Blood,False,captain blood
1935,1936,8,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),RKO Radio/Max Steiner,The Informer,True,the informer
1935,1936,8,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),Metro-Goldwyn-Mayer/Nat W. Finston/Herbert Stothart,Mutiny on the Bounty,False,mutiny on the bounty
1935,1936,8,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),Paramount/Irvin Talbot/Ernst Toch,Peter Ibbetson,False,peter ibbetson
1935,1936,8,MUSIC (Song),MUSIC (Original Song),Irving Berlin,Top Hat,False,top hat
1935,1936,8,MUSIC (Song),MUSIC (Original Song),Jerome Kern/Dorothy Fields/Jimmy McHugh,Roberta,False,roberta
1935,1936,8,MUSIC (Song),MUSIC (Original Song),Harry Warren/Al Dubin,Gold Diggers of 1935,True,gold diggers of 1935
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,RKO Radio,Alice Adams,False,alice adams
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,Broadway Melody of 1936,False,broadway melody of 1936
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,Cosmopolitan,Captain Blood,False,captain blood
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,David Copperfield,False,david copperfield
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,RKO Radio,The Informer,False,the informer
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,20th Century,Les Miserables,False,les miserables
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,Paramount,The Lives of a Bengal Lancer,False,the lives of a bengal lancer
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,Warner Bros.,A Midsummer Night's Dream,False,a midsummer night s dream
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,Mutiny on the Bounty,True,mutiny on the bounty
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,Naughty Marietta,False,naughty marietta
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,Paramount,Ruggles of Red Gap,False,ruggles of red gap
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,RKO Radio,Top Hat,False,top hat
1935,1936,8,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Hugh Harman/Rudolf Ising,The Calico Dragon,False,the calico dragon
1935,1936,8,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walt Disney,Three Orphan Kittens,True,three orphan kittens
1935,1936,8,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walt Disney,Who Killed Cock Robin?,False,who killed cock robin
1935,1936,8,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),Jack Chertok,How to Sleep,True,how to sleep
1935,1936,8,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),Jules White,"Oh, My Nerves",False,oh my nerves
1935,1936,8,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),Hal Roach,Tit for Tat,False,tit for tat
1935,1936,8,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),Pete Smith,Audioscopiks,False,audioscopiks
1935,1936,8,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),Universal,Camera Thrills,False,camera thrills
1935,1936,8,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),Gaumont British/Skibo Productions,Wings over Mt. Everest,True,wings over mt everest
1935,1936,8,SOUND RECORDING,SOUND RECORDING,Universal/Gilbert Kurland,Bride of Frankenstein,False,bride of frankenstein
1935,1936,8,SOUND RECORDING,SOUND RECORDING,Warner Bros./First National/Nathan Levinson,Captain Blood,False,captain blood
1935,1936,8,SOUND RECORDING,SOUND RECORDING,United Artists/Thomas T. Moulton,The Dark Angel,False,the dark angel
1935,1936,8,SOUND RECORDING,SOUND RECORDING,RKO Radio/Carl Dreher,I Dream Too Much,False,i dream too much
1935,1936,8,SOUND RECORDING,SOUND RECORDING,Paramount/Franklin B. Hansen,The Lives of a Bengal Lancer,False,the lives of a bengal lancer
1935,1936,8,SOUND RECORDING,SOUND RECORDING,Columbia/John Livadary,Love Me Forever,False,love me forever
1935,1936,8,SOUND RECORDING,SOUND RECORDING,Metro-Goldwyn-Mayer/Douglas Shearer,Naughty Marietta,True,naughty marietta
1935,1936,8,SOUND RECORDING,SOUND RECORDING,Republic,"$1,000 a Minute",False,1 000 a minute
1935,1936,8,SOUND RECORDING,SOUND RECORDING,20th Century-Fox/E. H. Hansen,Thanks a Million,False,thanks a million
1935,1936,8,WRITING (Original Story),WRITING (Original Story),Moss Hart,Broadway Melody of 1936,False,broadway melody of 1936
1935,1936,8,WRITING (Original Story),WRITING (Original Story),Gregory Rogers,G-Men,False,g men
1935,1936,8,WRITING (Original Story),WRITING (Original Story),Don Hartman/Stephen Avery,The Gay Deception,False,the gay deception
1935,1936,8,WRITING (Original Story),WRITING (Original Story),Ben Hecht/Charles MacArthur,The Scoundrel,True,the scoundrel
1935,1936,8,WRITING (Screenplay),WRITING (Adapted Screenplay),Casey Robinson,Captain Blood,False,captain blood
1935,1936,8,WRITING (Screenplay),WRITING (Adapted Screenplay),Dudley Nichols,The Informer,True,the informer
1935,1936,8,WRITING (Screenplay),WRITING (Adapted Screenplay),Waldemar Young/John L. Balderston/Achmed Abdullah/Grover Jones/William Slavens McNutt,The Lives of a Bengal Lancer,False,the lives of a bengal lancer
1935,1936,8,WRITING (Screenplay),WRITING (Adapted Screenplay),Talbot Jennings/Jules Furthman/Carey Wilson,Mutiny on the Bounty,False,mutiny on the bounty
1935,1936,8,SPECIAL AWARD,SPECIAL AWARD,David Wark Griffith,,True,
1936,1937,9,ACTOR,ACTOR IN A LEADING ROLE,Gary Cooper,Mr. Deeds Goes to Town,False,mr deeds goes to town
1936,1937,9,ACTOR,ACTOR IN A LEADING ROLE,Walter Huston,Dodsworth,False,dodsworth
1936,1937,9,ACTOR,ACTOR IN A LEADING ROLE,Paul Muni,The Story of Louis Pasteur,True,the story of louis pasteur
1936,1937,9,ACTOR,ACTOR IN A LEADING ROLE,William Powell,My Man Godfrey,False,my man godfrey
1936,1937,9,ACTOR,ACTOR IN A LEADING ROLE,Spencer Tracy,San Francisco,False,san francisco
1936,1937,9,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Mischa Auer,My Man Godfrey,False,my man godfrey
1936,1937,9,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Come and Get It,True,come and get it
1936,1937,9,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Stuart Erwin,Pigskin Parade,False,pigskin parade
1936,1937,9,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,Romeo and Juliet,False,romeo and juliet
1936,1937,9,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Akim Tamiroff,The General Died at Dawn,False,the general died at dawn
1936,1937,9,ACTRESS,ACTRESS IN A LEADING ROLE,Irene Dunne,Theodora Goes Wild,False,theodora goes wild
1936,1937,9,ACTRESS,ACTRESS IN A LEADING ROLE,Gladys George,Valiant Is the Word for Carrie,False,valiant is the word for carrie
1936,1937,9,ACTRESS,ACTRESS IN A LEADING ROLE,Carole Lombard,My Man Godfrey,False,my man godfrey
1936,1937,9,ACTRESS,ACTRESS IN A LEADING ROLE,Luise Rainer,The Great Ziegfeld,True,the great ziegfeld
