nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0771546,Ryan Schifrin,\N,\N,"writer,director,actor","tt2015454,tt4163020,tt0402743,tt0293564"
nm0771652,Greta Schiller,\N,\N,"director,producer,camera_department","tt0088782,tt26682174,tt0168056,tt12431868"
nm0771953,Nadav Schirman,\N,\N,"director,writer,producer","tt2304915,tt0488282,tt9869564,tt4532530"
nm0772144,Heidrun Schleef,1962,\N,"writer,script_department,miscellaneous","tt0323807,tt0130179,tt0208990,tt11152422"
nm0772259,John Schlesinger,1926,2003,"director,actor,assistant_director","tt0064665,tt0059084,tt0074860,tt0080157"
nm0772381,Christoph Schlingensief,1960,2010,"director,writer,actor","tt0091511,tt0090998,tt0096735,tt1746605"
nm0772436,Jay Schlossberg-Cohen,\N,\N,"producer,director,editorial_department","tt0087798,tt0085416,tt0126848,tt0088828"
nm0772522,Volker Schlöndorff,1939,\N,"director,writer,producer","tt0078875,tt0060574,tt2171815,tt3129564"
nm0772691,Hans-Christian Schmid,1965,\N,"writer,director,producer","tt0126765,tt0768239,tt5974142,tt0454931"
nm0772851,Branko Schmidt,1957,\N,"director,writer,miscellaneous","tt2275813,tt0121757,tt0499072,tt15021992"
nm0772907,Eddie Schmidt,\N,\N,"producer,director,assistant_director","tt5275894,tt7907916,tt8005322,tt2577990"
nm0773083,Lothar Schmidt,1862,1931,writer,"tt0023303,tt0015119,tt0286924"
nm0773104,Marlene Schmidt,1934,\N,"actress,producer,writer","tt0072260,tt0067793,tt0088255,tt0073736"
nm0773108,Martin Schmidt,1961,\N,"director,actor,assistant_director","tt0477514,tt0114443,tt0383164,tt1545564"
nm0773206,Steve Schmidt,\N,\N,writer,"tt0270707,tt0150203"
nm0773418,Eric-Emmanuel Schmitt,1960,\N,"writer,director,actor","tt0120305,tt0486636,tt1242522,tt0329388"
nm0773660,Charles Schnee,1916,1962,"writer,producer","tt0040724,tt0044391,tt0053742,tt0042275"
nm0773663,Thelma Schnee,1918,1997,"writer,producer,actress","tt0046970,tt0041037,tt0047767,tt0051484"
nm0773710,Barry Schneider,\N,\N,"writer,producer","tt0085409,tt34378046,tt0107606,tt0083163"
nm0773731,Bonnie Sikowitz,1969,\N,"writer,actress,script_department","tt0809504,tt0115369,tt0285403,tt0118300"
nm0773759,Dan Schneider,1964,\N,"writer,producer,actor","tt0119215,tt1604099,tt0415463,tt0972534"
nm0773845,Helge Schneider,1955,\N,"actor,composer,writer","tt0109000,tt2416424,tt0108317,tt0119932"
nm0773973,Paul Schneider,1976,\N,"actor,writer,director","tt0805564,tt0810784,tt0299458,tt0368709"
nm0774050,Tom Schneider,\N,\N,"writer,miscellaneous","tt0287240,tt0090799,tt0284713,tt0092723"
nm0774116,Jason Schnell,\N,\N,"producer,director,editor","tt28185936,tt3482062,tt30766582,tt1838374"
nm0774143,Jon Schnepp,1967,2018,"animation_department,producer,director","tt1935896,tt2753778,tt0463361,tt27212592"
nm0774205,Gerald Schnitzer,1917,2016,"writer,director,assistant_director","tt0034546,tt0034613,tt0808454,tt0037250"
nm0774217,Arthur Schnitzler,1862,1931,"writer,archive_footage","tt0120663,tt0161412,tt0011909,tt0021786"
nm0774221,Gregor Schnitzler,1964,\N,"director,cinematographer,editor","tt0207198,tt0480083,tt11455260,tt2230342"
nm0774325,Ernest B. Schoedsack,1893,1979,"director,cinematographer,camera_department","tt0024216,tt0032412,tt0023238,tt0173105"
nm0774420,Frédéric Schoendoerffer,1962,\N,"director,assistant_director,writer","tt0230745,tt1401636,tt4117206,tt0487504"
nm0774441,Bernard C. Schoenfeld,1907,1990,writer,"tt0042296,tt0052520,tt0052488,tt0051312"
nm0774582,Keith Scholey,\N,\N,"producer,director,writer","tt9253866,tt11989890,tt23181388,tt1223236"
nm0774792,Bob Schooley,1961,\N,"producer,writer,sound_department","tt0892700,tt0278866,tt5515212,tt0405325"
nm0774802,Skip Schoolnik,\N,\N,"producer,editor,director","tt0162065,tt1520211,tt0138956,tt0082495"
nm0774856,Amy Schor Ferris,\N,\N,"writer,producer,actress","tt0180708,tt0107613,tt0103449,tt7550248"
nm0775017,David J. Schow,1955,\N,"writer,actor,producer","tt0109506,tt0420294,tt0101627,tt8762206"
nm0775041,Chieko Schrader,1950,2022,"writer,producer,miscellaneous","tt0089603,tt0086306,tt0157894,tt0081954"
nm0775055,Leonard Schrader,1943,2006,"writer,producer,director","tt0100222,tt0089424,tt0089603,tt0073918"
nm0775090,Dave Schram,1958,\N,"producer,director,actor","tt6932818,tt2472432,tt1138481,tt0104046"
nm0775097,Tessa Schram,1988,\N,"director,script_department,actress","tt5803528,tt3508590,tt5112054,tt4463632"
nm0775358,Christoph Schrewe,\N,\N,"director,producer,assistant_director","tt11737520,tt11712058,tt6156584,tt4158110"
nm0775419,Raymond L. Schrock,1892,1950,"writer,director,producer","tt0036879,tt0034850,tt0010505,tt0036046"
nm0775447,Barbet Schroeder,1941,\N,"director,producer,actor","tt0250809,tt0092618,tt0105414,tt0264935"
nm0775512,Michael Schroeder,\N,\N,"director,writer,producer",tt0489225
nm0775977,Budd Schulberg,1914,2009,"writer,producer,director","tt0047296,tt0166913,tt0050371,tt0052395"
nm0776107,Roger S.H. Schulman,\N,\N,"producer,writer,miscellaneous","tt0126029,tt1044418,tt0098888,tt0340281"
nm0776114,Tom Schulman,1950,\N,"writer,producer,director","tt0097165,tt19407666,tt0118541,tt0103241"
nm0776209,Carl Schultz,1939,\N,"director,writer,producer","tt0085295,tt0085612,tt0096073,tt0428175"
nm0776271,John Schultz,\N,\N,"director,writer,producer","tt0112454,tt0775552,tt0308506,tt0119137"
nm0776317,Michael Schultz,\N,\N,"director,producer,actor","tt0072820,tt0074281,tt0089444,tt0089461"
nm0776398,Stephan Schultze,\N,\N,"producer,director,writer","tt0096754,tt0100814,tt37458179,tt4623902"
nm0776433,Charles M. Schulz,1922,2000,"writer,producer,production_manager","tt13957868,tt2452042,tt0068359,tt0084996"
nm0776441,Craig Schulz,1953,\N,"producer,miscellaneous,art_department","tt2452042,tt13206602,tt27865284,tt21405896"
nm0776456,Franz Schulz,1897,1971,"writer,miscellaneous","tt0037698,tt0034543,tt0026775,tt0044750"
nm0776610,Andrea Schumacher,1967,\N,"editor,editorial_department,writer","tt0976051,tt2416424,tt4193216,tt15408522"
nm0777043,Mark Schwahn,1966,\N,"writer,producer,director","tt0368530,tt0134271,tt0393162,tt3597912"
nm0777053,György Schwajda,1943,2010,writer,"tt0097727,tt0121403,tt2211023,tt5949604"
nm0777150,Arthur Schwartz,1900,1984,"producer,music_department,composer","tt0045537,tt0088933,tt0036422,tt0211915"
nm0777291,John Alan Schwartz,1952,2019,"writer,editorial_department,director","tt0083437,tt0121864,tt0081859,tt0103818"
nm0777350,Marjorie Schwartz Nielsen,\N,\N,"writer,producer","tt4314944,tt0101523,tt0430932,tt0090901"
nm0777401,Philippe Schwartz,\N,\N,"production_manager,assistant_director,producer","tt0114622,tt0075675,tt2197088,tt0119247"
nm0777442,Sherwood Schwartz,1916,2011,"writer,producer,music_department","tt0057751,tt0043224,tt0093894,tt0112572"
nm0777521,Robert Schwartzman,1982,\N,"director,producer,actor","tt0247638,tt4562728,tt7149336,tt0159097"
nm0777593,Jeffrey Schwarz,1969,\N,"producer,director,editor","tt1533089,tt1356790,tt1444284,tt0795473"
nm0777788,Matthias Schweighöfer,1981,\N,"actor,producer,director","tt0993840,tt13024674,tt0365675,tt1661461"
nm0777881,Robert Schwentke,1968,\N,"writer,director,miscellaneous","tt6763252,tt1245526,tt0297871,tt0790736"
nm0778280,Rolf Schübel,1942,\N,"director,writer,producer","tt0155722,tt0095369,tt0102019,tt0344280"
nm0778306,Reinhold Schünzel,1888,1954,"actor,director,writer","tt0038787,tt0442676,tt0012234,tt0037046"
nm0778343,Thorsten Schütte,\N,\N,"director,writer,producer","tt5275830,tt12739994,tt0843569,tt0304180"
nm0778448,Aleksander Scibor-Rylski,1928,1983,"writer,director","tt0060577,tt0057170,tt0061993,tt0064938"
nm0778476,David Scinto,\N,\N,"writer,producer","tt0203119,tt0914837,tt0210065,tt18259204"
nm0778554,Tiziano Sclavi,1953,\N,"writer,archive_footage","tt0109592,tt0104983,tt1013860,tt7995574"
nm0778633,Ettore Scola,1931,2016,"writer,director,miscellaneous","tt0076085,tt0093004,tt0085213,tt0082883"
nm0778636,Kathryn Scola,1891,1982,"writer,script_department","tt0025769,tt0031447,tt0024334,tt0025492"
nm0778644,Giovanni Scolaro,1921,\N,"writer,assistant_director,director","tt0062076,tt0122779,tt0149295,tt0058881"
nm0778818,Allan Scott,1906,1995,"writer,actor,archive_footage","tt0036367,tt0028333,tt0027125,tt0029971"
nm0778819,Allan Scott,1939,\N,"writer,producer,script_department","tt0069995,tt0117372,tt1613750,tt0100944"
nm0779011,Darin Scott,\N,\N,"producer,director,writer","tt1260567,tt0107554,tt0119988,tt1841108"
nm0779087,Duncan Scott,\N,\N,"assistant_director,producer,director","tt0086637,tt1985017,tt0035130,tt0082817"
nm0779170,Gavin Scott,1950,\N,"writer,producer,actor","tt1727770,tt0122718,tt0178161,tt0244353"
nm0779386,Jordan Scott,1977,\N,"director,writer,casting_department","tt1183665,tt0089469,tt16491560,tt0411098"
nm0779433,Ken Scott,\N,\N,"writer,director,actor","tt2387559,tt1756750,tt0366532,tt2358925"
nm0779592,Mike Scott,1958,\N,"actor,composer,writer","tt2194499,tt5715874,tt0119217,tt0110366"
nm0779830,T.J. Scott,\N,\N,"director,writer,producer","tt5171438,tt3749900,tt1442449,tt9252156"
nm0780107,Eugène Scribe,1791,1861,"writer,soundtrack","tt1229822,tt7621178,tt0174656,tt0029222"
nm0780620,Peter S. Seaman,1951,\N,"writer,producer,script_department","tt0120891,tt0096438,tt0170016,tt0408985"
nm0780643,T. Sean Shannon,\N,\N,"writer,producer,director","tt0072562,tt4734116,tt1041753,tt0500149"
nm0780714,Ronald Searle,1920,2011,"miscellaneous,writer,art_department","tt0066344,tt0046766,tt0081757,tt0042541"
nm0780782,Mike Sears,\N,\N,"producer,production_department,director","tt31322085,tt1341340,tt9663168,tt0303950"
nm0780789,Richard Sears,1969,\N,"director,producer,writer","tt0112992,tt0365818,tt1303743,tt7781226"
nm0780799,Ted Sears,1900,1958,"writer,animation_department,director","tt0032910,tt0053285,tt0042332,tt0029583"
nm0780833,George Seaton,1911,1979,"writer,director,producer","tt0039628,tt0046874,tt0065377,tt0040104"
nm0780980,Frank Sebastiano,\N,\N,"writer,producer,miscellaneous","tt0072562,tt0120654,tt0106053,tt0118285"
nm0781077,Lori Sebourn,\N,\N,"actress,writer","tt0098749,tt0308443,tt0110391,tt0101198"
nm0781250,Jack Seddon,1924,2001,"writer,script_department","tt0056197,tt0055422,tt0060177,tt0058383"
nm0781261,Osman F. Seden,1924,1998,"director,writer,producer","tt0470713,tt0366191,tt0263965,tt0410579"
nm0781292,Edward Sedgwick,1892,1953,"director,actor,writer","tt0013010,tt0016881,tt0014745,tt0029488"
nm0781387,Lauren Sedofsky,\N,\N,"actress,writer","tt0152015,tt0079601,tt0075691"
nm0781552,E.S. Seeley Jr.,\N,\N,writer,"tt0052888,tt0148786"
nm0781719,Manuel Seff,1895,1969,writer,"tt0043091,tt0022696,tt0036978,tt0028416"
nm0781777,Erich Segal,1937,2010,"writer,script_department,actor","tt0066011,tt0063823,tt0080515,tt0065757"
nm0781780,Fred Segal,1925,1976,writer,"tt0080515,tt0072478,tt0069249,tt0073992"
nm0781918,E.C. Segar,1894,1938,"writer,miscellaneous","tt0081353,tt35269325,tt37090710,tt31843730"
nm0781981,Jason Segel,1980,\N,"actor,writer,producer","tt0800039,tt1204342,tt3416744,tt1956620"
nm0782049,Hisashi Sugiura,\N,\N,writer,"tt0164983,tt0201803,tt10408356,tt1016010"
nm0782213,Santiago Segura,1965,\N,"actor,writer,producer","tt0120868,tt0167190,tt1663662,tt0187738"
nm0782384,Susan Seidelman,1952,\N,"director,producer,writer","tt0089017,tt0159206,tt0084698,tt0098309"
nm0782436,David Seidler,1937,2024,"writer,producer,archive_footage","tt1504320,tt0095780,tt0096316,tt0247232"
nm0782499,Heath Seifert,1968,\N,"producer,writer,actor","tt0111875,tt0119215,tt8140732,tt1830491"
nm0782682,William A. Seiter,1890,1964,"director,writer,producer","tt0017747,tt0029662,tt0036636,tt0013725"
nm0782704,Franz Seitz,1921,2006,"producer,writer,director","tt0083840,tt0078875,tt0099511,tt0060574"
nm0782711,Hillary Seitz,\N,\N,"writer,script_department,miscellaneous","tt0278504,tt1059786,tt11233960,tt0499444"
nm0782768,Kazimierz Sejda,\N,\N,writer,tt0092713
nm0782883,Shin'ichi Sekizawa,1920,1992,"writer,producer,production_designer","tt0056142,tt13364334,tt0049202,tt0058379"
nm0782900,Andrzej Sekula,\N,\N,"cinematographer,director,camera_department","tt0110912,tt0144084,tt0105236,tt0285492"
nm0782947,Lesley Selander,1900,1979,"director,assistant_director,miscellaneous","tt0039707,tt0039042,tt0046617,tt0028180"
nm0783023,Ken Selden,\N,\N,"writer,director,producer","tt0175526,tt0118156,tt0212073,tt6615784"
nm0783068,Slobodan Selenic,1933,1995,"writer,archive_sound","tt0118011,tt14895146"
nm0783139,Henry Selick,1952,\N,"director,writer,producer","tt0327597,tt0116683,tt0107688,tt5181830"
nm0783203,Markus Selin,1960,\N,"producer,writer,director","tt0388318,tt22257924,tt5822140,tt0091313"
nm0783334,Arthur Sellers,1945,\N,"writer,actor,miscellaneous","tt0159103,tt0092402,tt0108758,tt0261062"
nm0783536,Aaron Seltzer,1974,\N,"writer,director,producer","tt1213644,tt0466342,tt0799949,tt1073498"
nm0783544,David Seltzer,1940,\N,"writer,miscellaneous,producer","tt0105391,tt0075005,tt0259288,tt0466909"
nm0783559,Terrel Seltzer,\N,\N,"writer,director,producer","tt0117247,tt4827878,tt0097530,tt0083728"
nm0783733,Ousmane Sembene,1923,2007,"writer,director,actor","tt0416991,tt0092716,tt0067048,tt0104373"
nm0783865,Larry Semon,1889,1928,"director,writer,actor","tt0248433,tt0016544,tt0017433,tt0014946"
nm0783913,Lorenzo Semple Jr.,1923,2014,"writer,script_department,miscellaneous","tt0073802,tt0080745,tt0086006,tt0063456"
nm0783934,Jorge Semprún,1923,2011,"writer,actor,director","tt0065234,tt0090208,tt0060481,tt0078170"
nm0784019,Mrinal Sen,1923,2018,"director,writer,producer","tt0071317,tt0064086,tt0080341,tt0085785"
nm0784044,Sujit Sen,\N,2005,"writer,assistant_director","tt0102701,tt0309618,tt0107060,tt0267246"
nm0784124,Maurice Sendak,1928,2012,"writer,producer,miscellaneous","tt0386117,tt0245637,tt1288496,tt0240337"
nm0784149,Sadik Sendil,1913,1986,"writer,music_department","tt0277062,tt0253377,tt0827739,tt0252488"
nm0784177,Kelly Senecal,\N,\N,"writer,producer,miscellaneous","tt0491522,tt0261476,tt0202195,tt0377248"
nm0784198,Ralph Senensky,1923,2025,"miscellaneous,director,production_manager","tt0060028,tt0052520,tt0061277,tt0058816"
nm0784296,Shyamal Sengupta,\N,\N,"writer,actor,production_department","tt15048606,tt10538846,tt3754704,tt1359552"
nm0784682,Alfredo Septién,1966,\N,"writer,producer,actor","tt15837600,tt0279600,tt8722888,tt5464086"
nm0784720,Luis Sepúlveda,1949,2020,"writer,director,actor","tt0313411,tt4332846,tt0331065,tt0471634"
nm0784805,Giorgio Serafini,\N,\N,"director,writer,producer","tt6588950,tt1769305,tt5544224,tt1364466"
nm0785063,John Serge,\N,\N,"actor,writer","tt0315701,tt3731196,tt0412253,tt5628902"
nm0785162,Alejandro Seri,\N,\N,"writer,director,editor","tt3330814,tt2124787,tt2781960,tt0163154"
nm0785164,Julien Seri,1971,\N,"director,producer,writer","tt3508936,tt3889166,tt0267129,tt13028596"
nm0785227,Andy Serkis,1964,\N,"actor,producer,director","tt3450958,tt1318514,tt2103281,tt0167261"
nm0785237,Beth Serlin,\N,\N,"writer,assistant_director,producer","tt0116692,tt1242543,tt0103649,tt30476888"
nm0785245,Rod Serling,1924,1975,"writer,actor,producer","tt0052520,tt0065327,tt0063442,tt0056742"
nm0785477,Leopoldo Serran,1942,2008,writer,"tt0119815,tt0179170,tt0114212,tt0186394"
nm0785515,David Serrano,1975,\N,"director,writer,producer","tt1161411,tt0377834,tt0301524,tt15198592"
nm0785684,Coline Serreau,1947,\N,"actress,director,writer","tt0265116,tt0090206,tt0104025,tt0079742"
nm0785998,Philippe Setbon,1957,\N,"writer,director,actor","tt0100161,tt0092801,tt0473570,tt0318903"
nm0786411,Mark Sevi,\N,\N,"writer,producer,miscellaneous","tt0496413,tt0271972,tt0109442,tt0452668"
nm0786545,Edmond Seward,1906,1954,"writer,actor","tt0028814,tt0044406,tt0038636,tt0122200"
nm0786564,Anna Sewell,1820,1878,writer,"tt0109279,tt0008798,tt0038361,tt0023815"
nm0786694,Timothy J. Sexton,\N,\N,"producer,writer,miscellaneous","tt0206634,tt2805096,tt0245712,tt0236285"
nm0786785,Jeff Gilbert,\N,\N,"editor,writer,director","tt11095742,tt35439895,tt3263996,tt13622180"
nm0786827,James Seymour,1895,1976,"writer,miscellaneous,director","tt0024034,tt0036428,tt0019621,tt0030191"
nm0786919,Safak Sezer,1970,\N,"actor,writer,director","tt0384116,tt0270053,tt5505316,tt1643221"
nm0786987,Rogério Sganzerla,1946,2004,"director,writer,editor","tt0144782,tt0389377,tt0145100,tt0145115"
nm0787022,Naeem Sha,\N,\N,"writer,assistant_director,director","tt0265452,tt1412775,tt0119239,tt0368580"
nm0787033,Michael Shaara,1929,1988,writer,"tt0126916,tt0107007,tt0043228,tt0045409"
nm0787072,David Shaber,1929,1999,writer,"tt0080120,tt0082817,tt0083006,tt0099587"
nm0787289,Anthony Shaffer,1926,2001,"writer,miscellaneous,archive_footage","tt0069281,tt0068611,tt0070917,tt0077413"
nm0787324,Ralph Shaffer,\N,\N,"writer,miscellaneous,producer","tt0377143,tt0287240,tt0090799,tt0284713"
nm0787399,Steve Shagan,1927,2015,"producer,writer,actor","tt0070640,tt0117381,tt0080754,tt0075406"
nm0787453,Kundan Shah,1947,2017,"director,writer,producer","tt0110222,tt0085743,tt0249588,tt0328998"
nm0787570,Patrick Shai,1956,2022,"actor,director,writer","tt0116506,tt0112749,tt0375446,tt0098180"
nm0787665,Fyodor Shakhmagonov,1923,2014,writer,"tt0053317,tt0141736,tt10690804,tt0314365"
nm0787668,Karen Shakhnazarov,1952,\N,"producer,director,writer","tt1446130,tt0095244,tt2318405,tt0148059"
nm0788009,Garry Shandling,1949,2016,"writer,actor,producer","tt0103466,tt0090459,tt1843866,tt1228705"
nm0788058,Maxwell Shane,1905,1983,"writer,producer,director","tt0045824,tt0049553,tt0039372,tt0041251"
nm0788094,Peter Shaner,\N,\N,"writer,director,camera_department","tt0116934,tt7716568,tt0105395,tt0253314"
nm0788110,Ntozake Shange,1948,2018,"writer,actress,music_department","tt0314725,tt0240213,tt0176357,tt0331486"
nm0788171,S. Shankar,1963,\N,"writer,director,producer","tt1305797,tt5080556,tt0376127,tt0482389"
nm0788202,Adam Shankman,1964,\N,"producer,director,choreographer","tt0427327,tt0281358,tt1596342,tt1541775"
nm0788234,John Patrick Shanley,1950,\N,"writer,director,actor","tt0093565,tt0918927,tt0112715,tt6842770"
nm0788391,Shantaram Rajaram Vankudre,1901,1990,"director,producer,actor","tt0050322,tt0145856,tt0298078,tt0379299"
nm0788426,Tristram Shapeero,1966,\N,"director,miscellaneous,producer","tt1439629,tt3339966,tt10062292,tt1759761"
nm0788481,Craig Shapiro,\N,\N,"producer,writer,miscellaneous","tt6170874,tt1657505,tt6394324,tt1406662"
nm0788526,J.D. Shapiro,1969,\N,"writer,miscellaneous,actor","tt0185183,tt0194519,tt0107977,tt6574374"
nm0788553,Ken Shapiro,1942,2017,"actor,writer,director","tt0071583,tt0082763,tt6266238,tt31380899"
nm0788555,Lara Shapiro,\N,\N,"writer,director,miscellaneous","tt2149175,tt6160506,tt5191110,tt1319735"
nm0788572,Mikhail Shapiro,1908,1971,"director,writer,assistant_director","tt0122128,tt5125104,tt0176875,tt0022986"
nm0788630,Stanley Shapiro,1925,1990,"writer,producer","tt0056575,tt0053172,tt0055100,tt1298644"
nm0788818,Fred P. Sharkey,\N,\N,"writer,music_department,soundtrack","tt0268282,tt0333215"
nm0788855,Abhishek Sharma,1987,\N,"writer,director,music_department","tt6826438,tt11783766,tt1629391,tt10731264"
nm0788858,Anil Sharma,1955,\N,"director,writer,producer","tt15441054,tt29120307,tt0284137,tt0423313"
nm0788889,Mukul Sharma,\N,\N,"writer,actor","tt2406676,tt5918074,tt28549549,tt0081968"
nm0788906,Romesh Sharma,1947,\N,"producer,actor,director","tt0089678,tt0442764,tt0269234,tt0088687"
nm0788940,Jim Sharman,1945,\N,"director,writer,actor","tt0073629,tt0077992,tt0069262,tt0075282"
nm0788991,Alan Sharp,1934,2013,"writer,producer,director","tt1135968,tt0114287,tt0073453,tt0089496"
nm0789033,Don Sharp,1921,2011,"director,writer,assistant_director","tt0078836,tt0054518,tt0083468,tt0065072"
nm0789057,Jan Sharp,1946,2012,"producer,director,writer","tt0108565,tt0092946,tt1945164,tt1945047"
nm0789313,Ben Sharpsteen,1895,1980,"animation_department,director,producer","tt0033563,tt0032910,tt0029583,tt0051339"
nm0789394,Nugzar Shataidze,\N,\N,"writer,actor","tt1368439,tt0279228,tt0286888,tt1863192"
nm0789520,Melville Shavelson,1917,2007,"writer,director,miscellaneous","tt0051745,tt0052809,tt0069483,tt0048604"
nm0789624,Bob Shaw,\N,\N,"writer,miscellaneous,actor","tt0120623,tt0119282,tt0098904,tt21068738"
nm0789650,Charles Shaw,1900,1955,writer,"tt0050490,tt0204248,tt2770542"
nm0789737,George Bernard Shaw,1856,1950,"writer,director,actor","tt0058385,tt0030637,tt1243945,tt0166489"
nm0789758,Irwin Shaw,1913,1984,"writer,producer,archive_footage","tt0035417,tt0056096,tt0033987,tt0054679"
nm0789848,Lou Shaw,\N,\N,"writer,producer,director","tt0074042,tt0065317,tt0081859,tt0088530"
nm0789873,Mel Shaw,1914,2012,"animation_department,writer,art_department","tt0091149,tt0034492,tt0133240,tt0088814"
nm0789946,Robert Gould Shaw,1837,1863,writer,tt0097441
nm0789966,Sandy Shaw,\N,\N,"writer,producer","tt0179064,tt0940709,tt0117619,tt0105619"
nm0790474,Alan Shearman,1947,\N,"actor,miscellaneous,writer","tt1318514,tt0085279,tt12361974,tt0082340"
nm0790533,Robert Sheckley,1928,2005,writer,"tt0059095,tt0104299,tt0084540,tt12579470"
nm0790622,Perley Poore Sheehan,1875,1943,"writer,director,script_department","tt0026216,tt0015176,tt0013364,tt0015087"
nm0790654,Arthur Sheekman,1901,1978,"writer,actor","tt0023969,tt0045592,tt0025347,tt0030186"
nm0790715,Penelope Spheeris,1945,\N,"director,writer,producer","tt0086589,tt0110366,tt0106400,tt0138393"
nm0790775,David Sheffield,\N,\N,"writer,script_department,producer","tt0103859,tt0117218,tt0094898,tt6802400"
nm0791007,David Sheldon,\N,\N,"producer,writer,director","tt0093119,tt0207499,tt0082685,tt0082592"
nm0791084,Sidney Sheldon,1917,2007,"writer,producer,miscellaneous","tt0040308,tt0058815,tt0042200,tt0039169"
nm0791217,Mary Shelley,1797,1851,writer,"tt0072431,tt1312221,tt0026138,tt0021884"
nm0791222,Percy Bysshe Shelley,1792,1822,"writer,miscellaneous,soundtrack","tt0010012,tt19512288,tt7996170,tt0775079"
nm0791285,Josh Shelov,\N,\N,"writer,director,producer","tt1308490,tt0385002,tt1438251,tt5877100"
nm0791542,Eldar Shengelaia,1933,2025,"director,writer,producer","tt0087349,tt7116096,tt0175238,tt0273817"
nm0791556,Jon Shenk,\N,\N,"director,producer,cinematographer","tt11905462,tt1990352,tt33108207,tt33085010"
nm0791615,Ernest Shepard,1879,1976,"art_department,writer,production_designer","tt4575576,tt1449283,tt0076363,tt25439020"
nm0791789,Jean Shepherd,1921,1999,"actor,writer,producer","tt0085334,tt0110168,tt6881890,tt17220704"
nm0791806,John Scott Shepherd,1964,\N,"writer,producer,director","tt2245117,tt0282687,tt0413559,tt5179408"
nm0791823,Mark Shepherd,\N,\N,writer,"tt0137799,tt10472374"
nm0791899,Larisa Shepitko,1938,1979,"director,writer,actress","tt0075404,tt0129658,tt0067894,tt0062026"
nm0791949,John Sheppard,\N,\N,"writer,producer,miscellaneous","tt0091475,tt0088559,tt0108909,tt0091431"
nm0792018,John Shepphird,\N,\N,"director,writer,editor","tt0101764,tt1713561,tt0113067,tt0108306"
nm0792042,Jack Sher,1913,1988,"writer,producer,director","tt0046303,tt0055099,tt0051813,tt0074005"
nm0792090,Ted Sherdeman,1909,1987,"writer,producer,miscellaneous","tt0047573,tt0064470,tt0048364,tt0045124"
nm0792120,Adrian Shergold,1948,\N,"director,actor,producer","tt1652218,tt0462477,tt0320019,tt0124241"
nm0792202,Kirsten Sheridan,1976,\N,"producer,writer,director","tt0298845,tt0203050,tt0236157,tt0097937"
nm0792263,Taylor Sheridan,1969,\N,"writer,producer,actor","tt2582782,tt5362988,tt4236770,tt3397884"
nm0792311,Leo 'Ukie' Sherin,1909,1981,"actor,writer,miscellaneous","tt0044406,tt0154431,tt38079902,tt1139927"
nm0792446,Gary Sherman,1945,\N,"writer,producer,director","tt0106067,tt0092444,tt0095889,tt0115317"
nm0792453,Gregory V. Sherman,\N,\N,"writer,producer,music_department","tt0259811,tt1015971,tt0381751,tt0115115"
nm0792553,Richard Sherman,1905,1962,writer,"tt0034746,tt0031983,tt0030150,tt0029852"
nm0792605,Vincent Sherman,1906,2006,"director,actor,writer","tt0023911,tt0044331,tt0034449,tt0034337"
nm0792624,Tom Sherohman,1945,2018,"writer,actor,soundtrack","tt0119718,tt0082763,tt0080200,tt0078598"
nm0792670,R.C. Sherriff,1896,1975,writer,"tt0024184,tt0031385,tt0047278,tt0046889"
nm0792720,Edna Sherry,1885,1967,writer,"tt0020497,tt0045205"
nm0792763,Amir Shervan,1929,2006,"director,writer,producer","tt0130236,tt0293324,tt2394099,tt0293111"
nm0792767,Jalees Sherwani,\N,2018,"writer,music_department,actor","tt1620719,tt1084972,tt0374271,tt1594964"
nm0792773,David Sherwin,1942,2018,"writer,actor,producer","tt0063850,tt0083694,tt0070464,tt0088390"
nm0792822,John Sherwood,1903,1959,"assistant_director,director,art_department","tt0050720,tt0047030,tt0035211,tt0049103"
nm0792845,Robert E. Sherwood,1896,1955,"writer,actor,script_department","tt0036868,tt0032976,tt0039190,tt0017979"
nm0792905,Raam Shetty,\N,\N,"stunts,director,actor","tt1527595,tt0309618,tt1016044,tt0432385"
nm0793011,Jianquan Shi,\N,\N,"writer,production_designer","tt0245929,tt1428556,tt32634330,tt10074536"
nm0793026,Xiangsheng Shi,\N,\N,writer,"tt0209189,tt11496654"
nm0793048,Eizaburô Shiba,\N,2022,"writer,producer","tt0058652,tt0795924,tt7124886,tt0060163"
nm0793050,Ryôtarô Shiba,1923,1996,"writer,archive_footage","tt0200710,tt0164883,tt0282006,tt0065443"
nm0793061,Yoshiko Shibaki,1914,1991,writer,"tt0210312,tt2673232,tt18282044,tt0048933"
nm0793463,Susan Shilliday,\N,\N,"miscellaneous,writer,script_department","tt0092492,tt0110322,tt0290382,tt0167203"
nm0793565,Michiru Shimada,1959,2017,"writer,miscellaneous,soundtrack","tt0182629,tt0081954,tt1466867,tt1080035"
nm0793646,Hiroshi Shimizu,1903,1966,"director,writer,producer","tt0427424,tt0029077,tt5124166,tt3069488"
nm0793753,Kan Shimozawa,1892,1968,writer,"tt0363226,tt0056714,tt0063835,tt0143012"
nm0793778,Dong-hwan Shin,\N,\N,"actor,writer,assistant_director","tt0353969,tt0140825,tt0127692,tt0417782"
