tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt0033722,movie,Hold Back the Dawn,Hold Back the Dawn,0,1941,\N,116,"Drama,Romance"
tt0033723,movie,Hold That Ghost,Hold That Ghost,0,1941,\N,86,"Comedy,Crime,Horror"
tt0033766,movie,It Started with Eve,It Started with Eve,0,1941,\N,90,"Comedy,Music,Romance"
tt0033774,movie,Johnny Eager,Johnny Eager,0,1941,\N,107,"Crime,Film-Noir,Mystery"
tt0033787,movie,King of the Zombies,King of the Zombies,0,1941,\N,67,"Adventure,Comedy,Horror"
tt0033802,movie,Ladies in Retirement,Ladies in Retirement,0,1941,\N,91,"Crime,Drama,Film-Noir"
tt0033836,movie,The Little Foxes,The Little Foxes,0,1941,\N,116,"Drama,Romance"
tt0033870,movie,The Maltese Falcon,The Maltese Falcon,0,1941,\N,100,"Crime,Drama,Film-Noir"
tt0033873,movie,Man Hunt,Man Hunt,0,1941,\N,105,"Crime,Drama,Romance"
tt0033874,movie,The Man Who Came to Dinner,The Man Who Came to Dinner,0,1941,\N,112,"Comedy,Romance"
tt0033945,movie,Never Give a Sucker an Even Break,Never Give a Sucker an Even Break,0,1941,\N,71,"Comedy,Musical"
tt0034012,movie,Penny Serenade,Penny Serenade,0,1941,\N,119,"Drama,Romance"
tt0034027,movie,Mister V,'Pimpernel' Smith,0,1941,\N,120,"Adventure,Drama,Thriller"
tt0034162,movie,The Sea Wolf,The Sea Wolf,0,1941,\N,100,"Adventure,Drama"
tt0034224,movie,Spooks Run Wild,Spooks Run Wild,0,1941,\N,65,"Comedy,Horror"
tt0034241,movie,Sun Valley Serenade,Sun Valley Serenade,0,1941,\N,86,Comedy
tt0034398,movie,The Wolf Man,The Wolf Man,0,1941,\N,70,"Horror,Mystery,Romance"
tt0034461,movie,Aniki Bobo,Aniki Bóbó,0,1942,\N,71,"Drama,Family"
tt0034478,movie,The Murderer Lives at Number 21,L'assassin habite... au 21,0,1942,\N,83,"Comedy,Crime,Mystery"
tt0034493,movie,The Children Are Watching Us,I bambini ci guardano,0,1943,\N,84,Drama
tt0034521,movie,Black Dragons,Black Dragons,0,1942,\N,64,"Horror,Thriller,War"
tt0034546,movie,Bowery at Midnight,Bowery at Midnight,0,1942,\N,61,"Crime,Horror,Thriller"
tt0034586,movie,Castle in the Desert,Castle in the Desert,0,1942,\N,62,Mystery
tt0034587,movie,Cat People,Cat People,0,1942,\N,73,"Fantasy,Horror,Thriller"
tt0034591,movie,There Was a Father,Chichi ariki,0,1942,\N,94,Drama
tt0034694,movie,Edge of Darkness,Edge of Darkness,0,1943,\N,119,"Drama,War"
tt0034798,movie,The Glass Key,The Glass Key,0,1942,\N,85,"Crime,Drama,Film-Noir"
tt0034862,movie,Holiday Inn,Holiday Inn,0,1942,\N,100,"Comedy,Drama,Music"
tt0034890,movie,In This Our Life,In This Our Life,0,1942,\N,97,Drama
tt0034891,movie,In Which We Serve,In Which We Serve,0,1942,\N,115,"Drama,War"
tt0034946,movie,Kings Row,Kings Row,0,1942,\N,127,Drama
tt0035009,movie,The Mad Monster,The Mad Monster,0,1942,\N,77,"Drama,Horror,Romance"
tt0035015,movie,The Magnificent Ambersons,The Magnificent Ambersons,0,1942,\N,88,"Drama,Romance"
tt0035017,movie,Carnival of Sinners,La main du diable,0,1943,\N,80,"Fantasy,Horror"
tt0035019,movie,The Major and the Minor,The Major and the Minor,0,1942,\N,100,"Comedy,Romance"
tt0035093,movie,Mrs. Miniver,Mrs. Miniver,0,1942,\N,134,"Drama,Romance,War"
tt0035100,movie,My Favorite Blonde,My Favorite Blonde,0,1942,\N,78,Comedy
tt0035140,movie,"Now, Voyager","Now, Voyager",0,1942,\N,117,"Drama,Romance"
tt0035169,movie,The Palm Beach Story,The Palm Beach Story,0,1942,\N,88,"Comedy,Romance"
tt0035211,movie,The Pride of the Yankees,The Pride of the Yankees,0,1942,\N,128,"Biography,Drama,Romance"
tt0035228,movie,The Courtyard of the Ballads,O Pátio das Cantigas,0,1942,\N,121,"Comedy,Musical"
tt0035279,movie,Saboteur,Saboteur,0,1942,\N,109,"Drama,Thriller,War"
tt0035417,movie,The Talk of the Town,The Talk of the Town,0,1942,\N,118,"Comedy,Drama,Romance"
tt0035429,movie,Went the Day Well?,Went the Day Well?,0,1942,\N,92,"Thriller,War"
tt0035432,movie,This Gun for Hire,This Gun for Hire,0,1942,\N,81,"Crime,Drama,Film-Noir"
tt0035446,movie,To Be or Not to Be,To Be or Not to Be,0,1942,\N,99,"Comedy,Romance,War"
tt0035521,movie,The Devil's Envoys,Les visiteurs du soir,0,1942,\N,115,"Drama,Fantasy,Romance"
tt0035567,movie,Woman of the Year,Woman of the Year,0,1942,\N,114,"Comedy,Drama,Romance"
tt0035575,movie,Yankee Doodle Dandy,Yankee Doodle Dandy,0,1942,\N,126,"Biography,Drama,Family"
tt0035640,movie,The Ape Man,The Ape Man,0,1943,\N,64,"Drama,Horror,Sci-Fi"
tt0035753,movie,Le Corbeau,Le corbeau,0,1943,\N,92,"Crime,Drama,Mystery"
tt0035939,movie,Ghosts on the Loose,Ghosts on the Loose,0,1943,\N,67,"Comedy,Horror"
tt0035966,movie,Hangmen Also Die!,Hangmen Also Die!,0,1943,\N,134,"Drama,Film-Noir,Thriller"
tt0035979,movie,Heaven Can Wait,Heaven Can Wait,0,1943,\N,112,"Comedy,Drama,Fantasy"
tt0036098,movie,Lassie Come Home,Lassie Come Home,0,1943,\N,89,"Adventure,Drama,Family"
tt0036152,movie,The Memphis Belle: A Story of a Flying Fortress,The Memphis Belle: A Story of a Flying Fortress,0,1944,\N,45,"Documentary,History,War"
tt0036191,movie,The Adventures of Baron Munchausen,Münchhausen,0,1943,\N,110,"Adventure,Comedy,Fantasy"
tt0036230,movie,Old Acquaintance,Old Acquaintance,0,1943,\N,110,"Drama,Romance"
tt0036260,movie,Phantom Lady,Phantom Lady,0,1944,\N,87,"Crime,Drama,Film-Noir"
tt0036342,movie,Shadow of a Doubt,Shadow of a Doubt,0,1943,\N,108,"Drama,Film-Noir,Mystery"
tt0036367,movie,So Proudly We Hail!,So Proudly We Hail!,0,1943,\N,126,"Drama,Romance,War"
tt0036377,movie,The Song of Bernadette,The Song of Bernadette,0,1943,\N,156,"Biography,Drama,Mystery"
tt0036422,movie,Thank Your Lucky Stars,Thank Your Lucky Stars,0,1943,\N,127,"Comedy,Music"
tt0036430,movie,This Is the Army,This Is the Army,0,1943,\N,125,Musical
tt0036613,movie,Arsenic and Old Lace,Arsenic and Old Lace,0,1944,\N,118,"Comedy,Crime,Thriller"
tt0036641,movie,Between Two Worlds,Between Two Worlds,0,1944,\N,112,"Action,Adventure,Drama"
tt0036653,movie,Bluebeard,Bluebeard,0,1944,\N,72,"Crime,Drama,Horror"
tt0036716,movie,Cobra Woman,Cobra Woman,0,1944,\N,71,"Adventure,Drama,Romance"
tt0036775,movie,Double Indemnity,Double Indemnity,0,1944,\N,107,"Crime,Drama,Film-Noir"
tt0036818,movie,The Punch Bowl,Die Feuerzangenbowle,0,1944,\N,97,"Comedy,Family"
tt0036855,movie,Gaslight,Gaslight,0,1944,\N,114,"Crime,Drama,Mystery"
tt0036891,movie,Hail the Conquering Hero,Hail the Conquering Hero,0,1944,\N,101,"Comedy,War"
tt0036922,movie,Hollywood Canteen,Hollywood Canteen,0,1944,\N,124,"Comedy,Music,Romance"
tt0036962,movie,It Happened Tomorrow,It Happened Tomorrow,0,1944,\N,85,"Comedy,Fantasy,Romance"
tt0037008,movie,Laura,Laura,0,1944,\N,88,"Drama,Film-Noir,Mystery"
tt0037017,movie,Lifeboat,Lifeboat,0,1944,\N,97,"Drama,War"
tt0037024,movie,The Lodger,The Lodger,0,1944,\N,84,"Crime,Horror,Mystery"
tt0037055,movie,The Mask of Dimitrios,The Mask of Dimitrios,0,1944,\N,95,"Crime,Drama,Film-Noir"
tt0037059,movie,Meet Me in St. Louis,Meet Me in St. Louis,0,1944,\N,113,"Comedy,Drama,Family"
tt0037075,movie,Ministry of Fear,Ministry of Fear,0,1944,\N,86,"Crime,Drama,Film-Noir"
tt0037077,movie,The Miracle of Morgan's Creek,The Miracle of Morgan's Creek,0,1943,\N,98,"Comedy,Romance,War"
tt0037084,movie,The Monster Maker,The Monster Maker,0,1944,\N,63,"Horror,Sci-Fi"
tt0037094,movie,Mr. Skeffington,Mr. Skeffington,0,1944,\N,146,"Drama,Romance"
tt0037096,movie,Mrs. Parkington,Mrs. Parkington,0,1944,\N,124,"Drama,Romance"
tt0037101,movie,"Murder, My Sweet","Murder, My Sweet",0,1944,\N,95,"Crime,Drama,Film-Noir"
tt0037151,movie,One Body Too Many,One Body Too Many,0,1944,\N,75,"Comedy,Horror,Mystery"
tt0037323,movie,The Fighting Sullivans,The Sullivans,0,1944,\N,112,"Biography,Drama,History"
tt0037367,movie,This Happy Breed,This Happy Breed,0,1944,\N,115,"Comedy,Drama"
tt0037415,movie,The Uninvited,The Uninvited,0,1944,\N,99,"Fantasy,Horror,Mystery"
tt0037462,movie,The White Cliffs of Dover,The White Cliffs of Dover,0,1944,\N,126,"Drama,Romance,War"
tt0037469,movie,The Woman in the Window,The Woman in the Window,0,1944,\N,107,"Crime,Drama,Film-Noir"
tt0037558,movie,Brief Encounter,Brief Encounter,0,1945,\N,86,"Drama,Romance"
tt0037595,movie,Christmas in Connecticut,Christmas in Connecticut,0,1945,\N,101,"Comedy,Romance"
tt0037614,movie,The Corn Is Green,The Corn Is Green,0,1945,\N,115,Drama
tt0037630,movie,Les dames du Bois de Boulogne,Les dames du Bois de Boulogne,0,1945,\N,86,"Drama,Romance"
tt0037635,movie,Dead of Night,Dead of Night,0,1945,\N,77,"Drama,Fantasy,Horror"
tt0037638,movie,Detour,Detour,0,1945,\N,66,"Crime,Drama,Film-Noir"
tt0037671,movie,The Enchanted Cottage,The Enchanted Cottage,0,1945,\N,91,"Drama,Fantasy,Romance"
tt0037865,movie,Leave Her to Heaven,Leave Her to Heaven,0,1945,\N,110,"Drama,Film-Noir,Romance"
tt0037885,movie,Love Letters,Love Letters,0,1945,\N,101,"Drama,Mystery,Romance"
tt0037913,movie,Mildred Pierce,Mildred Pierce,0,1945,\N,111,"Crime,Drama,Film-Noir"
tt0037939,movie,The Naughty Nineties,The Naughty Nineties,0,1945,\N,76,Comedy
tt0037988,movie,The Picture of Dorian Gray,The Picture of Dorian Gray,0,1945,\N,110,"Drama,Fantasy,Horror"
tt0038000,movie,Pride of the Marines,Pride of the Marines,0,1945,\N,120,"Biography,Drama,Romance"
tt0038057,movie,Scarlet Street,Scarlet Street,0,1945,\N,102,"Crime,Drama,Film-Noir"
tt0038107,movie,The Southerner,The Southerner,0,1945,\N,92,"Drama,Western"
tt0038120,movie,Story of G.I. Joe,Story of G.I. Joe,0,1945,\N,108,"Biography,Drama,War"
tt0038213,movie,The Valley of Decision,The Valley of Decision,0,1945,\N,119,"Drama,Romance"
tt0038238,movie,Johnny in the Clouds,The Way to the Stars,0,1945,\N,87,"Drama,Romance,War"
tt0038348,movie,Beauty and the Beast,La Belle et la Bête,0,1946,\N,93,"Drama,Fantasy,Romance"
tt0038355,movie,The Big Sleep,The Big Sleep,0,1946,\N,114,"Crime,Drama,Film-Noir"
tt0038387,movie,The Brute Man,The Brute Man,0,1946,\N,58,"Drama,Horror,Thriller"
tt0038559,movie,Gilda,Gilda,0,1946,\N,110,"Drama,Film-Noir,Romance"
tt0038577,movie,Green for Danger,Green for Danger,0,1946,\N,91,"Comedy,Crime,Mystery"
tt0038589,movie,The Harvey Girls,The Harvey Girls,0,1946,\N,102,"Comedy,Drama,History"
tt0038650,movie,It's a Wonderful Life,It's a Wonderful Life,0,1946,\N,130,"Drama,Family,Fantasy"
tt0038700,movie,The Locket,The Locket,0,1946,\N,85,"Crime,Drama,Film-Noir"
tt0038733,movie,A Matter of Life and Death,A Matter of Life and Death,0,1946,\N,104,"Drama,Fantasy,Romance"
tt0038762,movie,My Darling Clementine,My Darling Clementine,0,1946,\N,97,"Drama,Romance,Western"
tt0038787,movie,Notorious,Notorious,0,1946,\N,102,"Drama,Film-Noir,Mystery"
tt0038823,movie,Paisan,Paisà,0,1946,\N,120,"Drama,War"
tt0038824,movie,Panique,Panique,0,1946,\N,99,"Crime,Drama"
tt0038854,movie,The Postman Always Rings Twice,The Postman Always Rings Twice,0,1946,\N,113,"Crime,Drama,Film-Noir"
tt0038890,movie,"Rome, Open City",Roma città aperta,0,1945,\N,103,"Drama,Thriller,War"
tt0038913,movie,Shoeshine,Sciuscià,0,1946,\N,91,Drama
tt0038934,movie,She-Wolf of London,She-Wolf of London,0,1946,\N,61,"Crime,Horror,Mystery"
tt0038948,movie,Sister Kenny,Sister Kenny,0,1946,\N,116,"Biography,Drama"
tt0038965,movie,Somewhere in the Night,Somewhere in the Night,0,1946,\N,110,"Crime,Drama,Film-Noir"
tt0038969,movie,Song of the South,Song of the South,0,1946,\N,94,"Animation,Comedy,Family"
tt0038975,movie,The Spiral Staircase,The Spiral Staircase,0,1946,\N,83,"Drama,Horror,Mystery"
tt0038991,movie,The Stranger,The Stranger,0,1946,\N,95,"Crime,Drama,Film-Noir"
tt0039074,movie,Utamaro and His Five Women,Utamaro o meguru gonin no onna,0,1946,\N,106,Drama
tt0039090,movie,No Regrets for Our Youth,Waga seishun ni kuinashi,0,1946,\N,110,Drama
tt0039101,movie,Whistle Stop,Whistle Stop,0,1946,\N,85,"Crime,Drama,Film-Noir"
tt0039208,movie,Boomerang!,Boomerang!,0,1947,\N,88,"Crime,Drama,Film-Noir"
tt0039224,movie,Brute Force,Brute Force,0,1947,\N,98,"Crime,Drama,Film-Noir"
tt0039286,movie,Crossfire,Crossfire,0,1947,\N,86,"Crime,Drama,Film-Noir"
tt0039302,movie,Dark Passage,Dark Passage,0,1947,\N,106,"Drama,Film-Noir,Thriller"
tt0039305,movie,Dead Reckoning,Dead Reckoning,0,1946,\N,100,"Crime,Drama,Film-Noir"
tt0039370,movie,The Farmer's Daughter,The Farmer's Daughter,0,1947,\N,97,"Comedy,Drama,Romance"
tt0039416,movie,Gentleman's Agreement,Gentleman's Agreement,0,1947,\N,118,"Drama,Romance"
tt0039420,movie,The Ghost and Mrs. Muir,The Ghost and Mrs. Muir,0,1947,\N,104,"Comedy,Drama,Fantasy"
tt0039502,movie,It Happened on Fifth Avenue,It Happened on Fifth Avenue,0,1947,\N,116,"Comedy,Music,Romance"
tt0039536,movie,Kiss of Death,Kiss of Death,0,1947,\N,99,"Crime,Drama,Film-Noir"
tt0039563,movie,O Leão da Estrela,O Leão da Estrela,0,1947,\N,121,"Comedy,Romance"
tt0039566,movie,Life with Father,Life with Father,0,1947,\N,118,"Comedy,Family"
tt0039628,movie,Miracle on 34th Street,Miracle on 34th Street,0,1947,\N,96,"Comedy,Drama,Family"
tt0039631,movie,Monsieur Verdoux,Monsieur Verdoux,0,1947,\N,124,"Comedy,Crime,Drama"
tt0039651,movie,Record of a Tenement Gentleman,Nagaya shinshiroku,0,1947,\N,72,Drama
tt0039661,movie,Nightmare Alley,Nightmare Alley,0,1947,\N,110,"Drama,Film-Noir"
tt0039666,movie,Nora Prentiss,Nora Prentiss,0,1947,\N,111,"Drama,Film-Noir"
tt0039668,movie,Nosotros los pobres,Nosotros los pobres,0,1948,\N,128,"Comedy,Crime,Drama"
tt0039676,movie,The October Man,The October Man,0,1947,\N,95,"Crime,Mystery"
tt0039677,movie,Odd Man Out,Odd Man Out,0,1947,\N,116,"Crime,Drama,Film-Noir"
tt0039689,movie,Out of the Past,Out of the Past,0,1947,\N,97,"Crime,Drama,Film-Noir"
tt0039725,movie,Possessed,Possessed,0,1947,\N,108,"Crime,Drama,Film-Noir"
tt0039737,movie,Pursued,Pursued,0,1947,\N,101,"Drama,Western"
tt0039768,movie,Ride the Pink Horse,Ride the Pink Horse,0,1947,\N,101,"Drama,Film-Noir,Mystery"
tt0039822,movie,The Silence of the Sea,Le silence de la mer,0,1949,\N,87,"Drama,Romance,War"
tt0039895,movie,I Became a Criminal,They Made Me a Fugitive,0,1947,\N,101,"Crime,Drama,Film-Noir"
tt0039941,movie,The Unsuspected,The Unsuspected,0,1947,\N,103,"Drama,Film-Noir,Mystery"
tt0039973,movie,The Web,The Web,0,1947,\N,87,"Crime,Drama,Film-Noir"
tt0040064,movie,3 Godfathers,3 Godfathers,0,1948,\N,106,"Drama,Western"
tt0040068,movie,Abbott and Costello Meet Frankenstein,Bud Abbott Lou Costello Meet Frankenstein,0,1948,\N,83,"Comedy,Family,Fantasy"
tt0040308,movie,Easter Parade,Easter Parade,0,1948,\N,103,"Musical,Romance"
tt0040321,movie,Enchantment,Enchantment,0,1948,\N,100,"Drama,Romance"
tt0040338,movie,The Fallen Idol,The Fallen Idol,0,1948,\N,95,"Drama,Film-Noir,Mystery"
tt0040369,movie,Fort Apache,Fort Apache,0,1948,\N,128,"Drama,Western"
tt0040427,movie,He Walked by Night,He Walked by Night,0,1948,\N,79,"Crime,Drama,Film-Noir"
tt0040495,movie,Johnny Belinda,Johnny Belinda,0,1948,\N,102,Drama
tt0040506,movie,Key Largo,Key Largo,0,1948,\N,100,"Action,Crime,Drama"
tt0040522,movie,Bicycle Thieves,Ladri di biciclette,0,1948,\N,89,Drama
tt0040525,movie,The Lady from Shanghai,The Lady from Shanghai,0,1947,\N,87,"Crime,Drama,Film-Noir"
tt0040536,movie,Letter from an Unknown Woman,Letter from an Unknown Woman,0,1948,\N,87,"Drama,Romance"
tt0040558,movie,Macbeth,Macbeth,0,1948,\N,107,"Drama,History,War"
tt0040613,movie,Mr. Blandings Builds His Dream House,Mr. Blandings Builds His Dream House,0,1948,\N,94,"Comedy,Romance"
tt0040626,movie,My Dear Secretary,My Dear Secretary,0,1948,\N,94,"Comedy,Romance"
tt0040643,movie,Night Has a Thousand Eyes,Night Has a Thousand Eyes,0,1948,\N,81,"Crime,Drama,Fantasy"
tt0040662,movie,Oliver Twist,Oliver Twist,0,1948,\N,105,Drama
tt0040705,movie,Portrait of Jennie,Portrait of Jennie,0,1948,\N,86,"Drama,Fantasy,Mystery"
tt0040723,movie,Raw Deal,Raw Deal,0,1948,\N,79,"Crime,Drama,Film-Noir"
tt0040724,movie,Red River,Red River,0,1948,\N,133,"Drama,Western"
tt0040725,movie,The Red Shoes,The Red Shoes,0,1948,\N,135,"Drama,Music,Romance"
tt0040737,movie,Bitter Rice,Riso amaro,0,1949,\N,108,"Crime,Drama"
tt0040795,movie,Sitting Pretty,Sitting Pretty,0,1948,\N,83,"Comedy,Family"
tt0040843,movie,The Street with No Name,The Street with No Name,0,1948,\N,91,"Action,Crime,Drama"
tt0040866,movie,La Terra Trema,La terra trema,0,1948,\N,160,Drama
tt0040872,movie,They Live by Night,They Live by Night,0,1948,\N,95,"Crime,Drama,Film-Noir"
tt0040876,movie,The Three Musketeers,The Three Musketeers,0,1948,\N,125,"Action,Adventure,Drama"
tt0040897,movie,The Treasure of the Sierra Madre,The Treasure of the Sierra Madre,0,1948,\N,126,"Adventure,Drama,Western"
tt0040970,movie,The Winslow Boy,The Winslow Boy,0,1948,\N,117,Drama
tt0041088,movie,Act of Violence,Act of Violence,0,1948,\N,82,"Drama,Film-Noir,Thriller"
tt0041113,movie,All the King's Men,All the King's Men,0,1949,\N,110,"Drama,Film-Noir"
tt0041268,movie,Criss Cross,Criss Cross,0,1949,\N,84,"Crime,Drama,Film-Noir"
tt0041386,movie,The Fountainhead,The Fountainhead,0,1949,\N,114,"Drama,Romance"
tt0041445,movie,The Hasty Heart,The Hasty Heart,0,1949,\N,102,"Drama,War"
tt0041460,movie,The Hidden Room,Obsession,0,1949,\N,96,"Crime,Film-Noir,Thriller"
tt0041473,movie,Holiday Affair,Holiday Affair,0,1949,\N,87,"Comedy,Drama,Family"
tt0041487,movie,House of Strangers,House of Strangers,0,1949,\N,101,"Crime,Drama,Film-Noir"
tt0041507,movie,In the Good Old Summertime,In the Good Old Summertime,0,1949,\N,102,"Comedy,Musical,Romance"
tt0041513,movie,Intruder in the Dust,Intruder in the Dust,0,1949,\N,87,"Crime,Drama"
tt0041546,movie,Kind Hearts and Coronets,Kind Hearts and Coronets,0,1949,\N,106,"Comedy,Crime"
tt0041694,movie,No Man of Her Own,No Man of Her Own,0,1950,\N,98,"Drama,Film-Noir,Romance"
tt0041699,movie,Stray Dog,Nora inu,0,1949,\N,122,"Crime,Drama,Mystery"
tt0041716,movie,On the Town,On the Town,0,1949,\N,98,"Comedy,Musical,Romance"
tt0041746,movie,Pinky,Pinky,0,1949,\N,102,Drama
tt0041786,movie,The Reckless Moment,The Reckless Moment,0,1949,\N,82,"Crime,Drama,Film-Noir"
tt0041841,movie,Sands of Iwo Jima,Sands of Iwo Jima,0,1949,\N,100,"Action,Drama,Romance"
tt0041859,movie,The Set-Up,The Set-Up,0,1949,\N,73,"Crime,Film-Noir,Sport"
tt0041928,movie,The Stratton Story,The Stratton Story,0,1949,\N,106,"Biography,Drama,Romance"
tt0041954,movie,Tension,Tension,0,1949,\N,95,"Crime,Drama,Film-Noir"
tt0041996,movie,Twelve O'Clock High,Twelve O'Clock High,0,1949,\N,132,"Drama,War"
tt0042041,movie,White Heat,White Heat,0,1949,\N,114,"Action,Crime,Drama"
tt0042046,movie,The Window,The Window,0,1949,\N,73,"Drama,Film-Noir,Thriller"
tt0042192,movie,All About Eve,All About Eve,0,1950,\N,138,Drama
tt0042209,movie,At War with the Army,At War with the Army,0,1950,\N,93,"Comedy,Musical,War"
tt0042210,movie,Utopia,Atoll K,0,1951,\N,82,Comedy
tt0042235,movie,Beauty and the Devil,La beauté du diable,0,1950,\N,95,"Comedy,Drama,Fantasy"
tt0042286,movie,Broken Arrow,Broken Arrow,0,1950,\N,93,"Drama,Romance,Western"
tt0042296,movie,Caged,Caged,0,1950,\N,97,"Crime,Drama,Film-Noir"
tt0042369,movie,D.O.A.,D.O.A.,0,1949,\N,83,"Crime,Drama,Film-Noir"
tt0042395,movie,Devil's Doorway,Devil's Doorway,0,1950,\N,84,"Action,Drama,Western"
tt0042436,movie,The Terrible Children,Les enfants terribles,0,1950,\N,105,Drama
tt0042451,movie,Father of the Bride,Father of the Bride,0,1950,\N,92,"Comedy,Drama,Romance"
tt0042490,movie,The Furies,The Furies,0,1950,\N,109,"Drama,Western"
tt0042546,movie,Harvey,Harvey,0,1950,\N,104,"Comedy,Drama,Fantasy"
tt0042648,movie,Kiss Tomorrow Goodbye,Kiss Tomorrow Goodbye,0,1950,\N,102,"Crime,Film-Noir,Thriller"
tt0042742,movie,Mister 880,Mister 880,0,1950,\N,90,"Comedy,Crime,Romance"
tt0042788,movie,Night and the City,Night and the City,0,1950,\N,96,"Crime,Film-Noir,Sport"
tt0042792,movie,No Way Out,No Way Out,0,1950,\N,106,"Crime,Drama,Film-Noir"
tt0042876,movie,Rashomon,Rashômon,0,1950,\N,88,"Crime,Drama,Mystery"
tt0042898,movie,The Rocking Horse Winner,The Rocking Horse Winner,0,1949,\N,91,"Drama,Fantasy"
tt0042906,movie,La Ronde,La ronde,0,1950,\N,93,"Drama,Romance"
tt0042958,movie,Scandal,Shûbun,0,1950,\N,105,Drama
tt0042994,movie,Stage Fright,Stage Fright,0,1950,\N,111,"Film-Noir,Mystery,Thriller"
tt0043014,movie,Sunset Boulevard,Sunset Blvd.,0,1950,\N,110,"Drama,Film-Noir"
tt0043041,movie,Three Came Home,Three Came Home,0,1950,\N,106,"Drama,War"
tt0043137,movie,Winchester '73,Winchester '73,0,1950,\N,92,"Action,Drama,Western"
tt0043278,movie,An American in Paris,An American in Paris,0,1951,\N,114,"Drama,Musical,Romance"
tt0043286,movie,Angels in the Outfield,Angels in the Outfield,0,1951,\N,99,"Comedy,Family,Fantasy"
tt0043332,movie,Bellissima,Bellissima,0,1951,\N,108,Drama
tt0043338,movie,Ace in the Hole,Ace in the Hole,0,1951,\N,111,"Drama,Film-Noir"
tt0043379,movie,Captain Horatio Hornblower,Captain Horatio Hornblower R.N.,0,1951,\N,117,"Action,Adventure,Drama"
tt0043435,movie,Cry Danger,Cry Danger,0,1951,\N,79,"Crime,Drama,Film-Noir"
tt0043456,movie,The Day the Earth Stood Still,The Day the Earth Stood Still,0,1951,\N,92,"Drama,Sci-Fi"
tt0043459,movie,Decision Before Dawn,Decision Before Dawn,0,1951,\N,119,"Drama,War"
